question,A,B,C,D,answer,source_file
Imagine an economy that produces only two goods cheese and crackers. Calculate GDP for this economy if cheese retails for $3 a pound and 10 pounds are produced while crackers sell for $2 a pound and 20 pounds are produced.,(A) $35 ,"(B) $1,200 ",(C) $70 ,(D) $150 ,C,high_school_macroeconomics_processed.csv
"What public relations pioneer is credited with being the first practitioner to insist on ""a place at the management table""?",(A) Carl Byoir,(B) Edward Bernays,(C) Doris Fleischman,(D) Arthur Page,D,public_relations_processed.csv
Which structure(s) traditionally occupies the center of a historic Asian city?,(A) A central market,(B) High-density housing,(C) A religious building,(D) Government office buildings,C,high_school_geography_processed.csv
Which of the following is not a correct definition?,(A) Acting subjects: who or what is acting to produce security or insecurity.,(B) Substantive content: what being secure looks like and what conditions must exist for us to be able to say we are secure.,(C) Referent object: whom or what we act to make secure.,"(D) Objective security: when a matter is objectively considered a security issue, regardless of interpretation.",D,security_studies_processed.csv
"By 28 days after conception, the embryo is about __________ centimetres long.",(A) 1,(B) 2,(C) 3,(D) 4,A,human_sexuality_processed.csv
"A major car accident occurs. One man stops his car and starts helping people. After seeing him stop, others also stop and start helping. Which of the following theories best explains the scenario?",(A) Convergence,(B) Emergent-norm,(C) Contagion,(D) Value-added,B,sociology_processed.csv
"In the majority of cases, federal programs are implemented by",(A) private businesses working as subcontractors to the government,"(B) state and local governments, by means of federal funding","(C) Congress, through the local offices of its elected representatives","(D) the federal courts, by means of criminal prosecutions",B,high_school_government_and_politics_processed.csv
A primate city is,(A) a large city located on the periphery of the country.,(B) the most important city in a country.,(C) when the largest city in a country is more than twice the size of the next largest city.,(D) the largest city in a country.,C,high_school_geography_processed.csv
"An evaluation of a particular treatment fails to show an overall effect. However, the experimenter does find thar the most severely disturbed do show considerable improvement, and therefore concludes that the treatment is effective with extreme cases. This conclusion",(A) is valid if t test comparing severely disturbed patients with less severely disturbed patients is significant,(B) fails to take into account regression toward the mean,(C) fails to take into account historical and maturational variables,(D) fails to take into account the fact thar the “placebo effect” is most pronounced in severely disturbed patients,B,professional_psychology_processed.csv
Which of the following is MOST likely to experience population pressure?,(A) An industrial society with abundant natural resources and large imports of food,(B) A society with a highly mechanized agricultural sector,(C) A non-ecumene,(D) A slash-and-burn agricultural society,D,high_school_geography_processed.csv
What type of psychologist would assert that a key motivation for people is the desire to spread their genetic material?,(A) cognitive,(B) evolutionary,(C) humanistic,(D) psychodynamic,B,high_school_psychology_processed.csv
In what ways has the concept of environmental security been contested?,"(A) Analysis of environmental security is understood as the integrity of the whole ecological system whose primary threat is human activity. However, it radically challenges security thinking in that it demands a shift in the reason for action from national security interest to the welfare of the entire social-ecological system of the planet.",(B) Environmental security contends that the principle threat to the ecological integrity is human activity and therefore humans can be secured to the extent that welfare is protected at the domestic level. The reason for action is to be found in individual and national interests.,"(C) The crossover of common insecurity issue areas is unlikely because not all problems are truly global. Not all states are equally responsible for environmental problems, nor is there such a thing as equality of risk. Systemic interdependence is unlikely to manage those security areas.","(D) The ecological security and human security approaches to environmental security do not challenge the security community to consider alternative objects of security. Ecological security displays continuity with major interpretations of security, which typically centralize the security of the state.",A,security_studies_processed.csv
