property,prefix,Context,Question,Correct Answer,negative_sample_type
is shaped like a bulb,a jellyfish,'',Is a jellyfish shaped like a bulb?,No,random
is shaped like a shell,jeans,'',Is jeans shaped like a shell?,No,random
is shaped like a tree,a dog,'',Is a dog shaped like a tree?,No,random
is slimy,a trout,'',Is a trout slimy?,Yes,random
is slow on land,a tortoise,'',Is a tortoise slow on land?,Yes,random
is slow on land,an apron,'',Is an apron slow on land?,No,random
is slow on roads,butter,'',Is butter slow on roads?,No,random
is smooth on the outside,tomato,'',Is tomato smooth on the outside?,Yes,random
is soft when ripe,a tugboat,'',Is a tugboat soft when ripe?,No,random
is sold at ice cream vans,ice cream,'',Is ice cream sold at ice cream vans?,Yes,random
is solidified,mango,'',Is mango solidified?,No,random
is solitary,a rhino,'',Is a rhino solitary?,Yes,random
is sparkling wine,champagne,'',Is champagne sparkling wine?,Yes,random
is sparkling wine,a beetle,'',Is a beetle sparkling wine?,No,random
is speckled,a locust,'',Is a locust speckled?,No,random
is spherical in shape,a chestnut tree,'',Is a chestnut tree spherical in shape?,Yes,random
is spiky,an artichoke,'',Is an artichoke spiky?,Yes,random
is steered,a houseboat,'',Is a houseboat steered?,Yes,random
is sticky,jelly,'',Is jelly sticky?,Yes,random
is stood on,scissors,'',Is scissors stood on?,No,random
is stored in a barrel,beer,'',Is beer stored in a barrel?,Yes,random
is streamlined,a penguin,'',Is a penguin streamlined?,Yes,random
is streamlined,gin,'',Is gin streamlined?,No,random
is struck,a gong,'',Is a gong struck?,Yes,random
is sturdy,a raft,'',Is a raft sturdy?,Yes,random
is taut,a bow,'',Is a bow taut?,Yes,random
is taut,a jacket,'',Is a jacket taut?,No,random
is territorial,a leopard,'',Is a leopard territorial?,Yes,random
is territorial,milk,'',Is milk territorial?,No,random
is the largest animal,a whale,'',Is a whale the largest animal?,Yes,random
is the leg of a pig,a rhino,'',Is a rhino the leg of a pig?,No,random
is the size of one's fist,a refrigerator,'',Is a refrigerator the size of one's fist?,No,random
is thought to be cunning,a jellyfish,'',Is a jellyfish thought to be cunning?,No,random
is thrown,a wolf,'',Is a wolf thrown?,No,random
is thrust,a spear,'',Is a spear thrust?,Yes,random
is tightened,tights,'',Is tights tightened?,No,random
is tropical,a cat,'',Is a cat tropical?,No,random
is underwear,a nut,'',Is a nut underwear?,No,random
is upright,a buttercup,'',Is a buttercup upright?,No,random
is upright while swimming,a kayak,'',Is a kayak upright while swimming?,No,random
is used against weeds,a hoe,'',Is a hoe used against weeds?,Yes,random
is used against weeds,a spear,'',Is a spear used against weeds?,No,random
is used as a shroud,a nectarine,'',Is a nectarine used as a shroud?,No,random
is used by bartenders,a drum,'',Is a drum used by bartenders?,No,random
is used by burglars,a crowbar,'',Is a crowbar used by burglars?,Yes,random
is used by burglars,a slug,'',Is a slug used by burglars?,No,random
is used by carpenters and masons,a chisel,'',Is a chisel used by carpenters and masons?,Yes,random
is used by carpenters and masons,an ambulance,'',Is an ambulance used by carpenters and masons?,No,random
is used by cavemen,a dog,'',Is a dog used by cavemen?,No,random
is used by chefs,an apron,'',Is an apron used by chefs?,Yes,random
is used by clowns,a unicycle,'',Is a unicycle used by clowns?,Yes,random
is used by doctors,a falcon,'',Is a falcon used by doctors?,No,random
is used by electricians,pliers,'',Is pliers used by electricians?,Yes,random
is used by hand,a spirit level,'',Is a spirit level used by hand?,Yes,random
is used by hand,corn,'',Is corn used by hand?,No,random
is used by lumberjacks,a cat,'',Is a cat used by lumberjacks?,No,random
is used by paramedics,a goldfish,'',Is a goldfish used by paramedics?,No,random
is used by parents,a bench,'',Is a bench used by parents?,No,random
is used by people who cannot walk,an asparagus,'',Is an asparagus used by people who cannot walk?,No,random
is used by people who smoke,an ashtray,'',Is an ashtray used by people who smoke?,Yes,random
is used by police,a revolver,'',Is a revolver used by police?,Yes,random
is used by soldiers,a bayonet,'',Is a bayonet used by soldiers?,Yes,random
is used by the navy,a canoe,'',Is a canoe used by the navy?,Yes,random
is used by the navy,a bee,'',Is a bee used by the navy?,No,random
is used by writers,a typewriter,'',Is a typewriter used by writers?,Yes,random
is used for boiling,a foot,'',Is a foot used for boiling?,No,random
is used for breathing,a nose,'',Is a nose used for breathing?,Yes,random
is used for cigarettes,an ashtray,'',Is an ashtray used for cigarettes?,Yes,random
is used for digging,a hoe,'',Is a hoe used for digging?,Yes,random
is used for eating,an arm,'',Is an arm used for eating?,Yes,random
is used for eating,an organ,'',Is an organ used for eating?,No,random
is used for farming,a buttercup,'',Is a buttercup used for farming?,No,random
is used for fighting,a tongue,'',Is a tongue used for fighting?,No,random
is used for grooming hair,a mirror,'',Is a mirror used for grooming hair?,Yes,random
is used for grooming hair,a cup,'',Is a cup used for grooming hair?,No,random
is used for heating food,a wren,'',Is a wren used for heating food?,No,random
is used for hiding,a submarine,'',Is a submarine used for hiding?,Yes,random
is used for hygiene,gloves,'',Is gloves used for hygiene?,Yes,random
is used for levelling,a scallop,'',Is a scallop used for levelling?,No,random
is used for lounging,a stool,'',Is a stool used for lounging?,No,random
is used for making cake,a whisk,'',Is a whisk used for making cake?,Yes,random
is used for plucking,a tweezer,'',Is a tweezer used for plucking?,Yes,random
is used for plucking,a belt,'',Is a belt used for plucking?,No,random
is used for pointing,a thumb,'',Is a thumb used for pointing?,Yes,random
is used for pointing,a stool,'',Is a stool used for pointing?,No,random
is used for safety,a helmet,'',Is a helmet used for safety?,Yes,random
is used for shopping,a sparrow,'',Is a sparrow used for shopping?,No,random
is used for standing,a leg,'',Is a leg used for standing?,Yes,random
is used for toasting,a toaster,'',Is a toaster used for toasting?,Yes,random
is used for toasting,a ladle,'',Is a ladle used for toasting?,No,random
is used for touching and feeling,lemon,'',Is lemon used for touching and feeling?,No,random
is used for typing,a typewriter,'',Is a typewriter used for typing?,Yes,random
is used for watering,a tarantula,'',Is a tarantula used for watering?,No,random
is used for watersports,a speedboat,'',Is a speedboat used for watersports?,Yes,random
is used for writing,a desk,'',Is a desk used for writing?,Yes,random
is used in Spanish dancing,a robe,'',Is a robe used in spanish dancing?,No,random
is used in agriculture,a tractor,'',Is a tractor used in agriculture?,Yes,random
is used in baroque music,a french horn,'',Is a french horn used in baroque music?,Yes,random
is used in cakes,a cello,'',Is a cello used in cakes?,No,random
is used in church,an organ,'',Is an organ used in church?,Yes,random
is used in combat,a daffodil,'',Is a daffodil used in combat?,No,random
is used in fall,a buffalo,'',Is a buffalo used in fall?,No,random
is used in fish and chips,a cod,'',Is a cod used in fish and chips?,Yes,random
is used in fishing,a harpoon,'',Is a harpoon used in fishing?,Yes,random
is used in folk music,rice,'',Is rice used in folk music?,No,random
is used in hospital,a scalpel,'',Is a scalpel used in hospital?,Yes,random
is used in hospital,a pig,'',Is a pig used in hospital?,No,random
is used in hot air balloons,a gong,'',Is a gong used in hot air balloons?,No,random
is used in jazz music,a drum,'',Is a drum used in jazz music?,Yes,random
is used in lab experiments,a monkey,'',Is a monkey used in lab experiments?,Yes,random
is used in laundromats,a washing machine,'',Is a washing machine used in laundromats?,Yes,random
is used in laundromats,a stool,'',Is a stool used in laundromats?,No,random
is used in locks,a bolt,'',Is a bolt used in locks?,Yes,random
is used in plays,a puppet,'',Is a puppet used in plays?,Yes,random
is used in plays,an eggplant,'',Is an eggplant used in plays?,No,random
is used in seas,a dinghy,'',Is a dinghy used in seas?,Yes,random
is used in snow,a sledge,'',Is a sledge used in snow?,Yes,random
is used in sponge cakes,a rocking chair,'',Is a rocking chair used in sponge cakes?,No,random
is used in stews,a bean,'',Is a bean used in stews?,Yes,random
is used in supermarkets,a chipmunk,'',Is a chipmunk used in supermarkets?,No,random
is used in the kitchen,a bottle,'',Is a bottle used in the kitchen?,Yes,random
is used in water sports,a fork,'',Is a fork used in water sports?,No,random
is used in workshops,a clamp,'',Is a clamp used in workshops?,Yes,random
is used manually,a can opener,'',Is a can opener used manually?,Yes,random
is used on Christmas pudding,a calf,'',Is a calf used on christmas pudding?,No,random
is used on ice,a sledge,'',Is a sledge used on ice?,Yes,random
is used on pavements,a drill,'',Is a drill used on pavements?,Yes,random
is used on rough terrains,an elephant,'',Is an elephant used on rough terrains?,No,random
is used to clear garden debris,a mitten,'',Is a mitten used to clear garden debris?,No,random
is used to clear leaves,a nightingale,'',Is a nightingale used to clear leaves?,No,random
is used to conceal,a lizard,'',Is a lizard used to conceal?,No,random
is used to cover the body,a knife,'',Is a knife used to cover the body?,No,random
is used to cut crops,a scythe,'',Is a scythe used to cut crops?,Yes,random
is used to cut grass,potato,'',Is potato used to cut grass?,No,random
is used to dig holes,a trowel,'',Is a trowel used to dig holes?,Yes,random
is used to dig holes,a dice,'',Is a dice used to dig holes?,No,random
is used to dissect,a spade,'',Is a spade used to dissect?,No,random
is used to eat food,a fork,'',Is a fork used to eat food?,Yes,random
is used to eat food,an ox,'',Is an ox used to eat food?,No,random
is used to grate cheese,a grater,'',Is a grater used to grate cheese?,Yes,random
is used to harvest,a pie,'',Is a pie used to harvest?,No,random
is used to hit nails,a gerbil,'',Is a gerbil used to hit nails?,No,random
is used to inhale air,a nose,'',Is a nose used to inhale air?,Yes,random
is used to inhale air,a ferry,'',Is a ferry used to inhale air?,No,random
is used to jump,a foot,'',Is a foot used to jump?,Yes,random
is used to loosen bolts,a spanner,'',Is a spanner used to loosen bolts?,Yes,random
is used to make a drink,a coffee maker,'',Is a coffee maker used to make a drink?,Yes,random
is used to make aspirin,mushroom,'',Is mushroom used to make aspirin?,No,random
is used to make chips,an olive,'',Is an olive used to make chips?,No,random
is used to make drugs,a poppy,'',Is a poppy used to make drugs?,Yes,random
is used to make guacamole,a jellyfish,'',Is a jellyfish used to make guacamole?,No,random
is used to make holes in walls,a drill,'',Is a drill used to make holes in walls?,Yes,random
is used to make holes in walls,pear,'',Is pear used to make holes in walls?,No,random
is used to make jam,strawberry,'',Is strawberry used to make jam?,Yes,random
is used to make lemonade,a mug,'',Is a mug used to make lemonade?,No,random
is used to make opium,a poppy,'',Is a poppy used to make opium?,Yes,random
is used to make statues,a gerbil,'',Is a gerbil used to make statues?,No,random
is used to mix eggs,a whisk,'',Is a whisk used to mix eggs?,Yes,random
is used to mix eggs,a buggy,'',Is a buggy used to mix eggs?,No,random
is used to pluck eyebrows,a tweezer,'',Is a tweezer used to pluck eyebrows?,Yes,random
is used to pluck eyebrows,castanets,'',Is castanets used to pluck eyebrows?,No,random
is used to pot plants,a tarantula,'',Is a tarantula used to pot plants?,No,random
is used to put out a fire,an alligator,'',Is an alligator used to put out a fire?,No,random
is used to raise toast,an apple,'',Is an apple used to raise toast?,No,random
is used to reach something at a height,a dressing gown,'',Is a dressing gown used to reach something at a height?,No,random
is used to scrape bowls,a spatula,'',Is a spatula used to scrape bowls?,Yes,random
is used to serve food,a ladle,'',Is a ladle used to serve food?,Yes,random
is used to serve food,a brussels sprout,'',Is a brussels sprout used to serve food?,No,random
is used to spread,a sweater,'',Is a sweater used to spread?,No,random
is used to stir,a ladle,'',Is a ladle used to stir?,Yes,random
is used to turn food,a goat,'',Is a goat used to turn food?,No,random
is used to warm food quickly,a microwave,'',Is a microwave used to warm food quickly?,Yes,random
is used to wash,a hose,'',Is a hose used to wash?,Yes,random
is used to wash,a ball,'',Is a ball used to wash?,No,random
is used to write,cheese,'',Is cheese used to write?,No,random
is used while eating,a lobster,'',Is a lobster used while eating?,No,random
is used with cutlery,a plate,'',Is a plate used with cutlery?,Yes,random
is used with saucepans,parsley,'',Is parsley used with saucepans?,No,random
is useful for athletics,banana,'',Is banana useful for athletics?,Yes,random
is usually sat on by old people,a limousine,'',Is a limousine usually sat on by old people?,No,random
is usually taller than wide,a bottle,'',Is a bottle usually taller than wide?,Yes,random
is usually taller than wide,a starling,'',Is a starling usually taller than wide?,No,random
is v-shaped,a boomerang,'',Is a boomerang v-shaped?,Yes,random
is violent,a crossbow,'',Is a crossbow violent?,Yes,random
is warm blooded,a washing machine,'',Is a washing machine warm blooded?,No,random
is watched,a television,'',Is a television watched?,Yes,random
is watched,an oven,'',Is an oven watched?,No,random
is wheeled,a wheelchair,'',Is a wheelchair wheeled?,Yes,random
is white inside,a gorilla,'',Is a gorilla white inside?,No,random
is wide in middle,a lizard,'',Is a lizard wide in middle?,No,random
is wide in shape,a machete,'',Is a machete wide in shape?,Yes,random
is wide in shape,an accordion,'',Is an accordion wide in shape?,No,random
is worn after bath,a robe,'',Is a robe worn after bath?,Yes,random
is worn after bath,a chestnut tree,'',Is a chestnut tree worn after bath?,No,random
is worn at bedtime,a raft,'',Is a raft worn at bedtime?,No,random
is worn by a bride,a zebra,'',Is a zebra worn by a bride?,No,random
is worn by goalkeepers,gloves,'',Is gloves worn by goalkeepers?,Yes,random
is worn by goalkeepers,a gown,'',Is a gown worn by goalkeepers?,No,random
is worn by humans,a gown,'',Is a gown worn by humans?,Yes,random
is worn by humans,leek,'',Is leek worn by humans?,No,random
is worn by laborers,gloves,'',Is gloves worn by laborers?,Yes,random
is worn by motorcyclists,a daffodil,'',Is a daffodil worn by motorcyclists?,No,random
is worn by nuns,a veil,'',Is a veil worn by nuns?,Yes,random
is worn in bed,a dressing gown,'',Is a dressing gown worn in bed?,Yes,random
is worn in the kitchen,an apron,'',Is an apron worn in the kitchen?,Yes,random
is worn in winter,gloves,'',Is gloves worn in winter?,Yes,random
is worn like a shoe,a rollerskate,'',Is a rollerskate worn like a shoe?,Yes,random
is worn like a shoe,a sweater,'',Is a sweater worn like a shoe?,No,random
is worn on breasts,a chair,'',Is a chair worn on breasts?,No,random
is worn on clothes,a jacket,'',Is a jacket worn on clothes?,Yes,random
is worn on hands,a poppy,'',Is a poppy worn on hands?,No,random
is worn on head,a veil,'',Is a veil worn on head?,Yes,random
is worn on head,an emu,'',Is an emu worn on head?,No,random
is worn on the face,a veil,'',Is a veil worn on the face?,Yes,random
is worn on the face,an ostrich,'',Is an ostrich worn on the face?,No,random
is worn on the hand,a whale,'',Is a whale worn on the hand?,No,random
is worn on the legs,butter,'',Is butter worn on the legs?,No,random
is worn on the lower half of the body,a skirt,'',Is a skirt worn on the lower half of the body?,Yes,random
is worn on upper body,a fork,'',Is a fork worn on upper body?,No,random
is worn outdoors,a parka,'',Is a parka worn outdoors?,Yes,random
is worn to interviews,a shirt,'',Is a shirt worn to interviews?,Yes,random
is worn to interviews,a harmonica,'',Is a harmonica worn to interviews?,No,random
is worn under shoes,a turkey,'',Is a turkey worn under shoes?,No,random
is worn under trousers,a knicker,'',Is a knicker worn under trousers?,Yes,random
is worn when cold,a caterpillar,'',Is a caterpillar worn when cold?,No,random
is worn with a suit,a shirt,'',Is a shirt worn with a suit?,Yes,random
is worn with a suit,a sock,'',Is a sock worn with a suit?,No,random
is worn with flippers,a gun,'',Is a gun worn with flippers?,No,random
is zesty,lime,'',Is lime zesty?,Yes,random
keeps food cool,a refrigerator,'',Does a refrigerator keep food cool?,Yes,random
keeps hands warm,gloves,'',Does gloves keep hands warm?,Yes,random
keeps hands warm,a seagull,'',Does a seagull keep hands warm?,No,random
keeps its eggs warm by its foot,a toe,'',Does a toe keep its eggs warm by its foot?,No,random
keeps legs warm,an eel,'',Does an eel keep legs warm?,No,random
lays larva,a housefly,'',Does a housefly lay larva?,Yes,random
lays larva,a cake,'',Does a cake lay larva?,No,random
likes flowers,a bee,'',Does a bee like flowers?,Yes,random
likes flowers,a leopard,'',Does a leopard like flowers?,No,random
likes to chase strings,a cat,'',Does a cat like to chase strings?,Yes,random
lives in Antarctica,a penguin,'',Does a penguin live in antarctica?,Yes,random
lives in a huddle,a penguin,'',Does a penguin live in a huddle?,Yes,random
lives in a mound,a termite,'',Does a termite live in a mound?,Yes,random
lives in burrows,a rabbit,'',Does a rabbit live in burrows?,Yes,random
lives in colonies,a termite,'',Does a termite live in colonies?,Yes,random
lives in colonies,an arrow,'',Does an arrow live in colonies?,No,random
lives in deep waters,broccoli,'',Does broccoli live in deep waters?,No,random
lives in shoals,a mackerel,'',Does a mackerel live in shoals?,Yes,random
lives in shoals,a rolling pin,'',Does a rolling pin live in shoals?,No,random
lives on the ground,a cricket,'',Does a cricket live on the ground?,Yes,random
lives under water,a clam,'',Does a clam live under water?,Yes,random
looks like a ruler,coffee,'',Does coffee look like a ruler?,No,random
looks like a small cabbage,a brussels sprout,'',Does a brussels sprout look like a small cabbage?,Yes,random
makes a bellowing sound,a hammer,'',Does a hammer make a bellowing sound?,No,random
makes a buzzing sound,a housefly,'',Does a housefly make a buzzing sound?,Yes,random
makes a buzzing sound,tomato,'',Does tomato make a buzzing sound?,No,random
makes a cooing sound,a pigeon,'',Does a pigeon make a cooing sound?,Yes,random
makes a cooing sound,an ambulance,'',Does an ambulance make a cooing sound?,No,random
makes a humming sound,a mosquito,'',Does a mosquito make a humming sound?,Yes,random
makes a neighing sound,a grenade,'',Does a grenade make a neighing sound?,No,random
makes a ribbit sound,a toad,'',Does a toad make a ribbit sound?,Yes,random
makes a sound when shaken,a tambourine,'',Does a tambourine make a sound when shaken?,Yes,random
makes big waves,a speedboat,'',Does a speedboat make big waves?,Yes,random
makes grunting sounds,lemonade,'',Does lemonade make grunting sounds?,No,random
makes noise with its legs,a cricket,'',Does a cricket make noise with its legs?,Yes,random
measures time,a clock,'',Does a clock measure time?,Yes,random
mimics human speech,a parakeet,'',Does a parakeet mimic human speech?,Yes,random
pecks trees,a ferry,'',Does a ferry peck trees?,No,random
performs photosynthesis,radish,'',Does radish perform photosynthesis?,Yes,random
performs photosynthesis,a broom,'',Does a broom perform photosynthesis?,No,random
produces mucus,a nose,'',Does a nose produce mucus?,Yes,random
produces pollen,a rose,'',Does a rose produce pollen?,Yes,random
produces wool,a llama,'',Does a llama produce wool?,Yes,random
produces wool,a toe,'',Does a toe produce wool?,No,random
protects feet,a sock,'',Does a sock protect feet?,Yes,random
protects the body from the cold,a camel,'',Does a camel protect the body from the cold?,No,random
provides light,a lamp,'',Does a lamp provide light?,Yes,random
provides strong wood,an oak tree,'',Does an oak tree provide strong wood?,Yes,random
pumps blood,jelly,'',Does jelly pump blood?,No,random
reflects light,a mirror,'',Does a mirror reflect light?,Yes,random
reports news,a television,'',Does a television report news?,Yes,random
requires a helmet,a moped,'',Does a moped require a helmet?,Yes,random
requires a ticket,a taxi,'',Does a taxi require a ticket?,Yes,random
requires a ticket to board,a coach,'',Does a coach require a ticket to board?,Yes,random
requires coffee beans,a coffee maker,'',Does a coffee maker require coffee beans?,Yes,random
requires corkscrew to open,wine,'',Does wine require corkscrew to open?,Yes,random
requires electricity,an oven,'',Does an oven require electricity?,Yes,random
requires pedaling,a bicycle,'',Does a bicycle require pedaling?,Yes,random
requires plumbing,a bathtub,'',Does a bathtub require plumbing?,Yes,random
requires skill to use,a swan,'',Does a swan require skill to use?,No,random
requires sunlight,a fir tree,'',Does a fir tree require sunlight?,Yes,random
requires sunlight,a barrel,'',Does a barrel require sunlight?,No,random
requires warm conditions,an iguana,'',Does an iguana require warm conditions?,Yes,random
requires wind,a kite,'',Does a kite require wind?,Yes,random
resembles a human,a doll,'',Does a doll resemble a human?,Yes,random
resembles a tortoise,a tortoise,'',Does a tortoise resemble a tortoise?,Yes,random
resembles the letter Y,a catapult,'',Does a catapult resemble the letter y?,Yes,random
returns back,a boomerang,'',Does a boomerang return back?,Yes,random
reverses the image,a mirror,'',Does a mirror reverse the image?,Yes,random
reverses the image,a dove,'',Does a dove reverse the image?,No,random
rinses water,a toad,'',Does a toad rinse water?,No,random
runs on tracks,a dress,'',Does a dress run on tracks?,No,random
runs on wheels,a hamster,'',Does a hamster run on wheels?,Yes,random
screens programs,a television,'',Does a television screen programs?,Yes,random
screens programs,a chicken,'',Does a chicken screen programs?,No,random
sheds leaves in autumn,a bra,'',Does a bra shed leaves in autumn?,No,random
shoots up in the sky,a rocket,'',Does a rocket shoot up in the sky?,Yes,random
shrinks when cooked,a brussels sprout,'',Does a brussels sprout shrink when cooked?,Yes,random
sits on a perch,a parakeet,'',Does a parakeet sit on a perch?,Yes,random
sits on branches,a cookie,'',Does a cookie sit on branches?,No,random
stores nuts for winter,a squirrel,'',Does a squirrel store nuts for winter?,Yes,random
submerges under water,a submarine,'',Does a submarine submerge under water?,Yes,random
swims fast,a tuna,'',Does a tuna swim fast?,Yes,random
swims fast,a barrel,'',Does a barrel swim fast?,No,random
takes time to ripen,an orange,'',Does an orange take time to ripen?,No,random
travels in an arc,a sock,'',Does a sock travel in an arc?,No,random
travels short distances,a tugboat,'',Does a tugboat travel short distances?,Yes,random
used to have antennas,a brussels sprout,'',Does a brussels sprout used to have antennas?,No,random
uses a drill bit,a drill,'',Does a drill use a drill bit?,Yes,random
uses conditioner,a chisel,'',Does a chisel use conditioner?,No,random
uses echolocation,a whale,'',Does a whale use echolocation?,Yes,random
uses electricity,a coffee maker,'',Does a coffee maker use electricity?,Yes,random
uses electricity,a marble,'',Does a marble use electricity?,No,random
uses gas,a drill,'',Does a drill use gas?,No,random
uses microwave radiation,a microwave,'',Does a microwave use microwave radiation?,Yes,random
uses microwave radiation,a cod,'',Does a cod use microwave radiation?,No,random
uses radiation,a canoe,'',Does a canoe use radiation?,No,random
was pulled by horses,a cart,'',Was a cart pulled by horses?,Yes,random
was used by miners,a canary,'',Was a canary used by miners?,Yes,random
was used in castles,a stick insect,'',Was a stick insect used in castles?,No,random
was used to siege castles,a cape,'',Was a cape used to siege castles?,No,random
washes fabrics,a washing machine,'',Does a washing machine wash fabrics?,Yes,random
washes fabrics,an ashtray,'',Does an ashtray wash fabrics?,No,random
