Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer
148,37,social-properties,37.0,antonym,2,Chao rarely gets into long conversations.,Is Chao cold?,Yes
505,44,social-relations,127.0,variable swap,1,Yan was raised by Chao.,Is Chao Yan's parent?,Yes
204,46,agent-properties,51.0,variable swap,2,Chao always chooses the truck over the wheel.,Does Chao prefer the truck over the wheel?,Yes
104,26,material-dynamics,26.0,material,2,Chao sees something that is fabric.,Can Chao wrinkle it?,Yes
73,15,social-interactions,19.0,antonym,1,Chao is providing Yan with false information.,Is Chao deceiving Yan?,Yes
141,16,spatial-relations,,antonym,1,The nail is west of the wheel.,Is the wheel east of the nail?,Yes
449,113,material-dynamics,113.0,material,1,Chao sees something that is fabric.,Can it wrinkle?,Yes
20,6,agent-properties,5.0,antonym,2,The bed is in a different room than Chao. The door is closed.,Does Chao not see the bed?,Yes
21,4,spatial-relations,,antonym,1,The wheel is to the right of Chao. Chao turns around.,Is the wheel to the left of Chao?,Yes
148,37,quantitative-properties,,antonym,2,Chao has the smallest number of staplers.,Does Chao have the fewest staplers?,Yes
377,77,agent-properties,95.0,variable swap,1,Chao is less intent on playing pool than on playing football.,Does Chao make more effort to play football than to play pool?,Yes
124,31,material-dynamics,31.0,material,2,Chao sees the denim.,Can Chao hang it?,Yes
224,44,physical-interactions,,variable swap,2,"The nail is moving, and the wheel is stationary.",Is the nail revolving around the wheel?,Yes
12,3,material-dynamics,3.0,material,2,Chao sees something that is liquid.,Can Chao stir it?,Yes
145,37,material-dynamics,37.0,material,1,Chao sees the denim.,Can Chao squeeze it?,Yes
13,4,social-interactions,4.0,antonym,1,Chao and Yan are working with each other.,Is Chao cooperating with Yan?,Yes
32,5,spatial-relations,,variable swap,2,"The zoo is in front of Chao, and the shop is behind. Chao turns right.",Is the shop to the right of Chao?,Yes
80,20,material-properties,,antonym,2,"Chao dropped the wheel, and saw it lying on the floor.",Is the wheel not bouncy?,Yes
60,8,spatial-relations,,antonym,2,The wheel and the nail are on the same surface. Then the wheel is moved lower.,Is the nail above the wheel?,Yes
68,4,physical-relations,,antonym,2,The truck can only partially hide the bed from view.,Is the bed bigger than the truck?,Yes
24,6,social-properties,6.0,negation,2,Chao cannot be depended upon.,Is Chao untrustworthy?,Yes
168,22,spatial-relations,,antonym,2,Chao can touch the wheel after making a step backward.,Is the wheel behind Chao?,Yes
129,22,physical-interactions,,other,1,The wheel is moving because of Chao.,Is Chao throwing the wheel?,Yes
120,13,social-relations,30.0,variable swap,2,Yan pays salary to Chao.,Is Chao Yan's subordinate?,Yes
28,7,material-dynamics,7.0,material,2,Chao sees something that is fabric.,Can it ripple?,Yes
241,49,agent-properties,61.0,variable swap,1,"When presented with the truck and the wheel, Chao moved away from the truck but not the wheel.",Does Chao prefer the wheel over the truck?,Yes
101,12,social-relations,26.0,antonym,1,Chao is Yan's employer.,Is Yan Chao's subordinate?,Yes
41,11,social-relations,11.0,antonym,1,Chao gives orders to Yan.,Is Chao Yan's boss?,Yes
25,7,social-relations,7.0,antonym,1,Chao wants to work together with Yan.,Is Chao Yan's friend?,Yes
308,61,agent-properties,77.0,other,2,"In the store, Chao walks past the wheel.",Does Chao not intend to get the wheel?,Yes
141,36,social-properties,36.0,antonym,1,Chao often laughs.,Is Chao warm?,Yes
888,98,agent-properties,222.0,antonym,2,Chao needs to see either Yan or Ali. It will take more time to see Yan than Ali.,Does Chao choose Ali over Yan?,Yes
29,8,material-properties,,material,1,The wheel is made of flannel.,Is the surface of the wheel soft?,Yes
88,9,spatial-relations,,variable swap,2,Yan and Chao are on the same floor. Then Yan goes one floor up.,Is Chao below Yan?,Yes
125,32,quantitative-properties,,number,1,Chao has three litres of toothpaste and three litres of gel.,Is the amount of toothpaste and gel the same?,Yes
405,102,material-dynamics,102.0,material,1,Chao sees something that is granular.,Can it trickle?,Yes
100,21,social-interactions,25.0,other,2,Yan is grateful for Chao's presence.,Is Chao helping Yan?,Yes
100,9,spatial-relations,,variable swap,2,Yan and Chao are on the same floor. Then Yan goes one floor up.,Is Yan above Chao?,Yes
93,24,social-properties,24.0,other,1,"Chao has a large family. Each weekend, Chao decides what the family should do for fun.",Is Chao dominant?,Yes
173,15,physical-relations,,antonym,1,"If Chao moves the truck, the airplane will move too.",Is the truck inside the airplane?,Yes
129,29,social-interactions,33.0,antonym,1,"When interacting with Yan, Chao is being callous.",Is Chao teasing Yan?,Yes
28,8,agent-properties,7.0,antonym,2,The airplane is making sounds. The airplane is in front of Chao. Chao is asleep.,Does Chao not hear the airplane?,Yes
780,89,agent-properties,195.0,antonym,2,Chao thinks that playing football requires more effort than playing pool. Chao is tired.,Does Chao choose pool over football?,Yes
300,59,agent-properties,75.0,antonym,2,Chao is inadvertently moving toward the wheel.,Does Chao not intend to get the wheel?,Yes
60,5,physical-interactions,,antonym,2,The nail is moving away from the magnet.,Is the magnet repelling the nail?,Yes
8,1,physical-interactions,,variable_swap,2,The wheel and the nail are touching. Heat is flowing from the nail to the wheel.,Is the nail heating the wheel?,Yes
456,79,agent-properties,114.0,antonym,2,Chao hates playing football more than playing pool.,Does Chao make more effort to play pool than to play football?,Yes
152,38,quantitative-properties,,antonym,2,Nobody has less staplers than Chao.,Does Chao have the fewest staplers?,Yes
53,12,social-interactions,14.0,antonym,1,Chao can ski better than Yan.,Is Chao teaching Yan?,Yes
136,23,physical-interactions,,antonym,2,The wheel will soon be in one piece.,Is Chao fixing the wheel?,Yes
168,30,physical-interactions,,antonym,2,The wheel is above the ground.,Is Chao throwing the wheel?,Yes
64,16,material-properties,,antonym,2,Chao applied pressure to the wheel. It remained intact.,Is the wheel sturdy?,Yes
277,26,physical-relations,,antonym,1,The truck is below the bed.,Is the bed on the truck?,Yes
37,11,agent-properties,10.0,antonym,1,The airplane is making sounds. The airplane is near Chao.,Does Chao hear the airplane?,Yes
628,50,social-relations,157.0,other,2,Yan is 35 years older than Chao.,Is Chao Yan's child?,Yes
153,13,physical-relations,,variable swap,1,The airplane is larger than the truck.,Is the truck inside the airplane?,Yes
37,8,quantitative-properties,,antonym,1,The cooler has an equal number of staplers compared to keychains.,Is the number of staplers and keychains the same?,Yes
37,10,physical-dynamics,,antonym,1,The wheel is larger than its initial size.,Is the wheel growing?,Yes
228,23,social-relations,57.0,antonym,2,The relationship between Chao and Yan is intimate.,Is Chao Yan's romantic partner?,Yes
76,19,material-properties,,antonym,2,The wheel's temperature is the same than Chao's hand'.,Is the surface of the wheel warm?,Yes
165,22,spatial-relations,,antonym,1,Chao can touch the wheel after making a step forward.,Is the wheel in front of Chao?,Yes
17,5,physical-dynamics,,antonym,1,The wheel is getting closer to the ground.,Is the wheel falling?,Yes
68,15,quantitative-properties,,antonym,2,"There are six staplers in total, and Chao has everything.",Does Chao have all of the staplers?,Yes
216,54,material-dynamics,54.0,material,2,Chao sees something that is granular.,Can Chao stir it?,Yes
37,10,social-interactions,10.0,antonym,1,Chao will be sad if Chao and Yan run into each other.,Is Chao evading Yan?,Yes
332,67,agent-properties,83.0,antonym,2,Chao is ending a conversation with Yan.,Does Chao not intend to interact with Yan?,Yes
96,8,physical-relations,,antonym,2,The truck is touching the bed from above.,Does the truck cover the bed?,Yes
140,31,social-interactions,35.0,antonym,2,Chao is making Yan feel loved.,Is Chao comforting Yan?,Yes
244,27,social-relations,61.0,negation,2,Chao and Yan are in a relationship.,Are Chao and Yan romantic partners?,Yes
568,82,agent-properties,142.0,variable swap,2,Chao wants the truck more than the wheel.,Does Chao make more effort to get the truck than to get the wheel?,Yes
256,30,social-relations,64.0,antonym,2,Chao learns from Yan.,Is Chao Yan's student?,Yes
700,86,agent-properties,175.0,variable swap,2,Chao likes Ali more than Yan.,Does Chao make less effort to interact with Yan than with Ali?,Yes
4,1,quantitative-properties,,antonym,2,There are more keychains than staplers.,Are there fewer staplers than keychains?,Yes
261,26,physical-relations,,variable swap,1,The bed is above the truck.,Is the truck under the bed?,Yes
168,42,agent-properties,42.0,game,2,"When choosing between playing football and playing pool, Chao always decides to play pool.",Does Chao prefer pool over football?,Yes
245,24,physical-relations,,antonym,1,The truck is next to the bed.,Is the truck attached to the bed?,Yes
244,23,physical-relations,,antonym,2,"If Chao picks up the cooler, the wheel will move too.",Is the cooler attached to the wheel?,Yes
321,27,physical-relations,,variable swap,1,The bed is higher up compared to the truck.,Is the bed on the truck?,Yes
41,11,physical-dynamics,,antonym,1,The wheel is inflating.,Is the wheel growing?,Yes
60,13,quantitative-properties,,number,2,There are five staplers. Chao has five staplers.,Does Chao have all of the staplers?,Yes
117,10,spatial-relations,,antonym,1,Chao touched the wheel from below.,Is the wheel above Chao?,Yes
140,15,spatial-relations,,antonym,2,The shop is north of Chao. Chao reaches the shop and exits on the other side.,Is the shop south of Chao?,Yes
21,4,quantitative-properties,,antonym,1,Yan has two fewer staplers compared to Chao.,Does Chao have more staplers than Yan?,Yes
105,27,quantitative-properties,,antonym,1,Chao has a large amount of the toothpaste.,Is there a lot of toothpaste?,Yes
25,7,social-properties,7.0,antonym,1,"Yan told Chao a secret. Today, no one else knows the secret.",Is Chao trustworthy?,Yes
552,82,agent-properties,138.0,antonym,2,Chao wants the wheel less than the truck.,Does Chao make less effort to get the wheel than to get the truck?,Yes
93,14,physical-interactions,,antonym,1,The wheel is moving towards Chao.,Is Chao catching the wheel?,Yes
53,4,physical-relations,,antonym,1,The truck can completely hide the bed from view.,Is the truck bigger than the bed?,Yes
105,27,social-properties,27.0,antonym,1,Chao enjoys spending time with other people.,Is Chao extroverted?,Yes
116,29,quantitative-properties,,antonym,2,Chao has an insufficient amount of toothpaste.,Is there not enough toothpaste?,Yes
56,14,social-properties,14.0,antonym,2,Chao thinks having neighbors of a different culture is unpleasant.,Is Chao bigoted?,Yes
748,87,agent-properties,187.0,variable swap,2,Chao hates Ali less than Yan.,Does Chao make more effort to interact with Ali than with Yan?,Yes
484,80,agent-properties,121.0,variable swap,2,Chao is more intent on getting the truck than getting the wheel.,Does Chao make less effort to get the wheel than to get the truck?,Yes
237,22,physical-relations,,antonym,1,The bed moves independent of the truck.,Is the truck touching the bed?,Yes
272,52,agent-properties,68.0,antonym,2,"When presented with the choice between the wheel and the truck, Chao intentionally chose the wheel.",Does Chao prefer the wheel over the truck?,Yes
24,6,social-interactions,6.0,antonym,2,Chao will be happy if Yan fails.,Is Chao competing with Yan?,Yes
69,16,quantitative-properties,,antonym,1,Chao has a sufficient number of staplers.,Are there enough staplers?,Yes
68,17,material-properties,,material,2,The wheel is made of bronze.,Is the wheel sturdy?,Yes
252,50,agent-properties,63.0,variable swap,2,"Upon seeing Ali and Yan, Chao started walking towards Ali but not Yan.",Does Chao prefer Ali over Yan?,Yes
101,22,social-interactions,26.0,antonym,1,Chao is being considerate towards Yan.,Is Chao respecting Yan?,Yes
116,29,material-dynamics,29.0,material,2,Chao sees the denim.,Can Chao drape it?,Yes
113,29,quantitative-properties,,antonym,1,Chao has a sufficient amount of toothpaste.,Is there enough toothpaste?,Yes
801,91,agent-properties,201.0,antonym,1,Chao wants either the wheel or the truck. The wheel costs less than the truck.,Does Chao choose the wheel over the truck?,Yes
133,34,quantitative-properties,,antonym,1,Toothpaste is added to the truck that initially contained the same amount of toothpaste and gel.,Is there more toothpaste than gel?,Yes
193,37,physical-interactions,,antonym,1,The speed of the wheel changes.,Is Chao throwing the wheel?,Yes
556,82,agent-properties,139.0,variable swap,2,Chao wants the truck more than the wheel.,Does Chao make less effort to get the wheel than to get the truck?,Yes
837,94,agent-properties,210.0,antonym,1,Chao likes Yan more than Ali.,Does Chao choose Yan over Ali?,Yes
169,23,spatial-relations,,antonym,1,The wheel is to the right of Chao. Chao turns right.,Is the wheel in front of Chao?,Yes
253,26,physical-relations,,antonym,1,The truck is below the bed.,Is the truck under the bed?,Yes
204,17,social-relations,51.0,antonym,2,Chao has different duties than Yan.,Is Chao Yan's boss?,Yes
497,44,social-relations,125.0,active-passive,1,Chao raised Yan.,Is Chao Yan's parent?,Yes
32,8,social-interactions,8.0,antonym,2,Chao will be successful if Chao and Yan run into each other.,Is Chao chasing Yan?,Yes
832,93,agent-properties,208.0,variable swap,2,Chao likes both the truck and the wheel. Getting the truck takes less time than getting the wheel.,Does Chao choose the truck over the wheel?,Yes
465,35,social-relations,117.0,variable swap,1,Yan pays money to Chao.,Is Yan Chao's tenant?,Yes
144,37,agent-properties,36.0,variable swap,2,Chao successfully lied to Yan that the wheel was moved to the shop.,Does Chao doubt that the wheel is in the shop?,Yes
48,11,social-relations,12.0,variable swap,2,Yan gives orders to Chao.,Is Chao Yan's subordinate?,Yes
241,61,material-dynamics,61.0,material,1,Chao sees the feather.,Can Chao tap it?,Yes
76,19,social-properties,19.0,other,2,Maria spent the whole conversation talking about her friend's successes.,Is Maria humble?,Yes
140,24,physical-interactions,,antonym,2,The wheel is being repaired.,Is Chao fixing the wheel?,Yes
48,11,social-interactions,12.0,variable swap,2,Yan is showing Chao how to ski.,Is Yan teaching Chao?,Yes
588,46,social-relations,147.0,variable swap,2,Yan makes decisions more often than Chao.,Is Yan Chao's parent?,Yes
317,64,agent-properties,80.0,antonym,1,Chao is knowingly moving toward Yan.,Does Chao intend to interact with Yan?,Yes
660,85,agent-properties,165.0,antonym,2,Chao is more hesitant to meet with Yan than with Ali.,Does Chao make less effort to interact with Yan than with Ali?,Yes
16,4,agent-properties,4.0,antonym,2,The wheel is behind Chao.,Does Chao not see the wheel?,Yes
516,44,social-relations,129.0,variable swap,2,Yan raised Chao.,Is Yan Chao's parent?,Yes
144,36,quantitative-properties,,antonym,2,Nobody has less toothpaste than Chao.,Does Chao have the least toothpate?,Yes
85,4,physical-relations,,variable swap,1,The bed can only partially hide the truck from view.,Is the bed smaller than the truck?,Yes
352,72,agent-properties,88.0,negation,2,Chao doesn't want the wheel.,Does Chao make no effort to get the wheel?,Yes
1,1,social-relations,1.0,negation,1,Chao knows Yan.,Are Chao and Yan friends?,Yes
617,83,agent-properties,155.0,variable swap,1,Chao hates the truck more than the wheel.,Does Chao make less effort to get the truck than to get the wheel?,Yes
64,16,social-properties,16.0,negation,2,Chao doesn't talk about past accomplishments.,Is Chao humble?,Yes
41,3,physical-relations,,antonym,1,The truck occupies more space than the bed.,Is the bed smaller than the truck?,Yes
13,4,social-properties,4.0,other,1,Chao gave Yan a gift.,Is Chao friendly?,Yes
296,27,physical-relations,,variable swap,2,The bed is lower down compared to the truck.,Is the truck on the bed?,Yes
285,30,social-relations,72.0,variable swap,1,Yan learns from Chao.,Is Yan Chao's student?,Yes
277,54,agent-properties,70.0,antonym,1,Chao decides in favor of playing football.,Does Chao intend to play football?,Yes
149,38,quantitative-properties,,antonym,1,Nobody has more staplers than Chao.,Does Chao have the most staplers?,Yes
57,15,material-dynamics,15.0,material,1,Chao sees the cup.,Can Chao squeeze it?,Yes
28,7,social-properties,7.0,antonym,2,"Yan told Chao a secret. Today, everyone knows the secret.",Is Chao untrustworthy?,Yes
80,21,agent-properties,20.0,other,2,Chao's chair is touching the wheel.,Does Chao not feel the wheel?,Yes
45,12,material-properties,,antonym,1,The wheel looks shiny.,Is the surface of the wheel glossy?,Yes
21,6,physical-dynamics,,antonym,1,The wheel is losing altitude.,Is the wheel sinking?,Yes
420,105,material-dynamics,105.0,material,2,Chao sees something that is liquid.,Can it trickle?,Yes
