Genre,Context,Question,Correct Answer
travel,'',"Premise: The Varanasi Hindu University has an Art Museum with a superb collection of 16th-century Mughal miniatures, considered superior to the national collection in Delhi. Hypothesis: There is an art museum with a superb collection of 16th-century Mughal miniatures that the Varanasi Hindu University.",0
slate,'',Premise: An overall increase in prices is only possible when there has been an overall increase in the amount of money in circulation. Hypothesis: Price hikes are only possible if there is more money in circulation.,0
travel,'',"Premise: All-inclusive packages and large resort hotels offer restaurants, sporting activities, entertainment, wide-screen sports channels in the bars, shopping, and a guaranteed suntan. Hypothesis: You can get an all-inclusive package.",0
slate,'',Premise: If you missed the two top stories in yesterday's USAT --the government's first post-deregulation attempt to preserve competitiveness among airlines and the emergence of a drug that can prevent breast cancer--they are on the NYT 's front today. Hypothesis: New York Times front page includes one story about the government's first post-deregulation attempt to preserve competitiveness among airlines. ,0
fiction,'',"Premise: Your man wouldn't have remained conscious after the first blow. Hypothesis: After the first blow, your man wouldn't have remained conscious.",0
slate,'',"Premise: Mr. Clinton rewards Mr. Knight for his fund raising, Mr. Gore lays the groundwork for his anticipated presidential bid four years from now, and the companies, by hiring Mr. Knight, get the administration's ear. Hypothesis: Mr. Clinton appreciated Mr. Knight for his fund raising.",0
government,'',"Premise: In order to ensure these Americans are not left out of the justice system, a strong federal role in supporting legal services is vital. Hypothesis: A federal role in supporting legal services is vital so that no Americans are left out",0
telephone,'',Premise: probably so yeah you can get a head start on it Hypothesis: You can get a head start on it.,0
slate,'',"Premise: If anything, ultimate fighting is safer and less cruel than America's blood sport. Hypothesis: There are things that are more dangerous that ultimate fighting. ",0
telephone,'',Premise: those little kids don't understand it Hypothesis: Those young children can't comprehend it. ,0
fiction,'',"Premise: Well, we've just got to get down to it, that's all. Hypothesis: All we have to do is get around to it.",0
government,'',"Premise: So far, however, the number of mail pieces lost to alternative bill-paying methods is too small to have any material impact on First-Class volume. Hypothesis: The amount of mail lost is too smal  to leave an impact on volume ",0
telephone,'',Premise: it it i think that is the biggest problem when you really not you don't don't really need the stuff but the nicer looking clothes are the more expensive nicely tailored clothes Hypothesis: It costs more for nicely tailored clothes that you don't need.,0
government,'',Premise: Case Study Evaluations. Hypothesis: Evaluations of Case Studies.,0
slate,'',Premise: Linda Tripp was indicted for illegally taping telephone conversations with Monica Lewinsky. Hypothesis: Monica Lewinsky was illegally taped by Linda Tripp.,0
government,'',"Premise: Thus, recent evidence suggests that by not including an estimate of reductions in short-term mortality due to changes in ambient ozone, both the Base and Alternative Estimates may underestimate the benefits of implementation of the Clear Skies Act. Hypothesis: Recent findings say that Base and Alternative estimates may not quite see all of the benefits of the Clear Skies Act.",0
telephone,'',"Premise: yep see we have cable here Hypothesis: Yes, we have cable here.",0
government,'',"Premise: The Balanced Scorecard Institute is a web clearinghouse for managers to exchange information, ideas, and lessons learned in building strategic management systems using the balanced scorecard approach. Hypothesis: Managers can exchange ideas and information about management systems on the Balanced Scorecard Institute website.",0
slate,'',"Premise: we were talking . Try to behave Hypothesis: We are having a conversation, please be respectful.",0
travel,'',Premise: Puppet Shows. Hypothesis: Productions using puppets,0
travel,'',"Premise: The sculpture on the dome (a personification of Commerce) and the river gods (including Anna Livia, set over the main door) are by Edward Smyth, who was also responsible for the statues on the GPO . Hypothesis: The dome has a sculpture on it.",0
government,'',Premise: PROGRAM ACCOUNT -The budget account into which an appropriation to cover the subsidy cost of a direct loan or loan guarantee program is made and from which such cost is disbursed to the financing account. Hypothesis: Program accounts are used to hold some appropriations.,0
telephone,'',"Premise: uh-huh so do you have to get a shade tolerant grass is that what you're Hypothesis: If i want to grow grass in the shade, do i need a special seed that will grow in the shade?",0
government,'',Premise: bGross national saving is held constant as a share of GDP at 18. Hypothesis: bGross national saving is held constant as a share of GDP.,0
travel,'',"Premise: Massive tidal waves swept over Crete, and other parts of the Mediterranean, smashing buildings and drowning many thousands of people. Hypothesis: Thousands of people drowned when tidal waves swept the island.",0
government,'',"Premise: For instance, mandatory account proposals are more likely to increase private saving because such a program would require households that do not currently save-such as many low-income individuals or families-to place some amount in an individual account. Hypothesis: Mandatory account proposals are likely to increase savings by forcing people to save.",0
slate,'',"Premise: This confluence of a bad tax, a $1 billion reserve, a botched opposition campaign, and voters willing to call a bluff resulted in the I-695 victory. Hypothesis: Bad tax and a $1 billion reserve lead to the I-695 victory.",0
